"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
OK,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.480,,10/01/2020,09/30/2021
OK,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.350,,10/01/2020,09/30/2021
OK,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.721,,10/01/2020,09/30/2021
OK,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.911,,10/01/2020,09/30/2021
OK,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.812,,10/01/2020,09/30/2021
OK,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.704,,10/01/2020,09/30/2021
OK,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.043,,10/01/2020,09/30/2021
OK,HAI_3_SIR,SSI - Colon Surgery,0.861,,10/01/2020,09/30/2021
OK,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.360,,10/01/2020,09/30/2021
OK,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.780,,10/01/2020,09/30/2021
OK,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.540,,10/01/2020,09/30/2021
OK,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.019,,10/01/2020,09/30/2021
OK,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.392,,10/01/2020,09/30/2021
OK,HAI_5_SIR,MRSA Bacteremia,1.194,,10/01/2020,09/30/2021
OK,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.351,,10/01/2020,09/30/2021
OK,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.424,,10/01/2020,09/30/2021
OK,HAI_6_SIR,Clostridium Difficile (C.Diff),0.386,,10/01/2020,09/30/2021
OR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.524,,10/01/2020,09/30/2021
OR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.762,,10/01/2020,09/30/2021
OR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.634,,10/01/2020,09/30/2021
OR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,1.058,,10/01/2020,09/30/2021
OR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.361,,10/01/2020,09/30/2021
OR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.202,,10/01/2020,09/30/2021
OR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.684,,10/01/2020,09/30/2021
OR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.016,,10/01/2020,09/30/2021
OR,HAI_3_SIR,SSI - Colon Surgery,0.838,,10/01/2020,09/30/2021
OR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.838,,10/01/2020,09/30/2021
OR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.741,,10/01/2020,09/30/2021
OR,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.228,,10/01/2020,09/30/2021
OR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.669,,10/01/2020,09/30/2021
OR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.033,,10/01/2020,09/30/2021
OR,HAI_5_SIR,MRSA Bacteremia,0.836,,10/01/2020,09/30/2021
OR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.445,,10/01/2020,09/30/2021
OR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.543,,10/01/2020,09/30/2021
OR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.492,,10/01/2020,09/30/2021
PA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.904,,10/01/2020,09/30/2021
PA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.027,,10/01/2020,09/30/2021
PA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.964,,10/01/2020,09/30/2021
PA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.810,,10/01/2020,09/30/2021
PA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.913,,10/01/2020,09/30/2021
PA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.861,,10/01/2020,09/30/2021
PA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.790,,10/01/2020,09/30/2021
PA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.970,,10/01/2020,09/30/2021
PA,HAI_3_SIR,SSI - Colon Surgery,0.877,,10/01/2020,09/30/2021
PA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.722,,10/01/2020,09/30/2021
PA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.135,,10/01/2020,09/30/2021
PA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.911,,10/01/2020,09/30/2021
PA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.808,,10/01/2020,09/30/2021
PA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.974,,10/01/2020,09/30/2021
PA,HAI_5_SIR,MRSA Bacteremia,0.888,,10/01/2020,09/30/2021
PA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.564,,10/01/2020,09/30/2021
PA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.612,,10/01/2020,09/30/2021
PA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.587,,10/01/2020,09/30/2021
PR,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.999,,10/01/2020,09/30/2021
PR,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.688,,10/01/2020,09/30/2021
PR,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.310,,10/01/2020,09/30/2021
PR,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.276,,10/01/2020,09/30/2021
PR,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.543,,10/01/2020,09/30/2021
PR,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.393,,10/01/2020,09/30/2021
PR,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
PR,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
PR,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,10/01/2020,09/30/2021
PR,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
PR,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
PR,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,10/01/2020,09/30/2021
PR,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.297,,10/01/2020,09/30/2021
PR,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.344,,10/01/2020,09/30/2021
PR,HAI_5_SIR,MRSA Bacteremia,0.680,,10/01/2020,09/30/2021
PR,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.041,,10/01/2020,09/30/2021
PR,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.169,,10/01/2020,09/30/2021
PR,HAI_6_SIR,Clostridium Difficile (C.Diff),0.089,,10/01/2020,09/30/2021
RI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.562,,10/01/2020,09/30/2021
RI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.979,,10/01/2020,09/30/2021
RI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.749,,10/01/2020,09/30/2021
RI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.856,,10/01/2020,09/30/2021
RI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.313,,10/01/2020,09/30/2021
RI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.066,,10/01/2020,09/30/2021
RI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.593,,10/01/2020,09/30/2021
RI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.350,,10/01/2020,09/30/2021
RI,HAI_3_SIR,SSI - Colon Surgery,0.914,,10/01/2020,09/30/2021
RI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.145,,10/01/2020,09/30/2021
RI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.098,,10/01/2020,09/30/2021
RI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.455,,10/01/2020,09/30/2021
RI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.587,,10/01/2020,09/30/2021
RI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.218,,10/01/2020,09/30/2021
RI,HAI_5_SIR,MRSA Bacteremia,0.859,,10/01/2020,09/30/2021
RI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.524,,10/01/2020,09/30/2021
RI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.696,,10/01/2020,09/30/2021
RI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.605,,10/01/2020,09/30/2021
SC,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.810,,10/01/2020,09/30/2021
SC,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.023,,10/01/2020,09/30/2021
SC,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.911,,10/01/2020,09/30/2021
SC,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.836,,10/01/2020,09/30/2021
SC,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.033,,10/01/2020,09/30/2021
SC,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.930,,10/01/2020,09/30/2021
SC,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.703,,10/01/2020,09/30/2021
SC,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.999,,10/01/2020,09/30/2021
SC,HAI_3_SIR,SSI - Colon Surgery,0.841,,10/01/2020,09/30/2021
SC,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.767,,10/01/2020,09/30/2021
SC,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.329,,10/01/2020,09/30/2021
SC,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.019,,10/01/2020,09/30/2021
SC,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.184,,10/01/2020,09/30/2021
SC,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.503,,10/01/2020,09/30/2021
SC,HAI_5_SIR,MRSA Bacteremia,1.336,,10/01/2020,09/30/2021
SC,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.394,,10/01/2020,09/30/2021
SC,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.464,,10/01/2020,09/30/2021
SC,HAI_6_SIR,Clostridium Difficile (C.Diff),0.428,,10/01/2020,09/30/2021
SD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.846,,10/01/2020,09/30/2021
SD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.492,,10/01/2020,09/30/2021
SD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.135,,10/01/2020,09/30/2021
SD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.748,,10/01/2020,09/30/2021
SD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.259,,10/01/2020,09/30/2021
SD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.979,,10/01/2020,09/30/2021
SD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.674,,10/01/2020,09/30/2021
SD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.417,,10/01/2020,09/30/2021
SD,HAI_3_SIR,SSI - Colon Surgery,0.994,,10/01/2020,09/30/2021
SD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.122,,10/01/2020,09/30/2021
SD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,0.930,,10/01/2020,09/30/2021
SD,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.386,,10/01/2020,09/30/2021
SD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.504,,10/01/2020,09/30/2021
SD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.092,,10/01/2020,09/30/2021
SD,HAI_5_SIR,MRSA Bacteremia,0.756,,10/01/2020,09/30/2021
SD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.412,,10/01/2020,09/30/2021
SD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.577,,10/01/2020,09/30/2021
SD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.489,,10/01/2020,09/30/2021
TN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.753,,10/01/2020,09/30/2021
TN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.902,,10/01/2020,09/30/2021
TN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.825,,10/01/2020,09/30/2021
TN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.675,,10/01/2020,09/30/2021
TN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.807,,10/01/2020,09/30/2021
TN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.739,,10/01/2020,09/30/2021
TN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.587,,10/01/2020,09/30/2021
TN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.803,,10/01/2020,09/30/2021
TN,HAI_3_SIR,SSI - Colon Surgery,0.688,,10/01/2020,09/30/2021
TN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.599,,10/01/2020,09/30/2021
TN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.050,,10/01/2020,09/30/2021
TN,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.801,,10/01/2020,09/30/2021
TN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.344,,10/01/2020,09/30/2021
TN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.621,,10/01/2020,09/30/2021
TN,HAI_5_SIR,MRSA Bacteremia,1.478,,10/01/2020,09/30/2021
TN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.298,,10/01/2020,09/30/2021
TN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.349,,10/01/2020,09/30/2021
TN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.322,,10/01/2020,09/30/2021
TX,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,1.043,,10/01/2020,09/30/2021
TX,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.141,,10/01/2020,09/30/2021
TX,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),1.091,,10/01/2020,09/30/2021
TX,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.686,,10/01/2020,09/30/2021
TX,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.761,,10/01/2020,09/30/2021
TX,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.723,,10/01/2020,09/30/2021
TX,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.778,,10/01/2020,09/30/2021
TX,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.913,,10/01/2020,09/30/2021
TX,HAI_3_SIR,SSI - Colon Surgery,0.843,,10/01/2020,09/30/2021
TX,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.845,,10/01/2020,09/30/2021
TX,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.095,,10/01/2020,09/30/2021
TX,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.964,,10/01/2020,09/30/2021
TX,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.039,,10/01/2020,09/30/2021
TX,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.180,,10/01/2020,09/30/2021
TX,HAI_5_SIR,MRSA Bacteremia,1.108,,10/01/2020,09/30/2021
TX,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.393,,10/01/2020,09/30/2021
TX,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.422,,10/01/2020,09/30/2021
TX,HAI_6_SIR,Clostridium Difficile (C.Diff),0.408,,10/01/2020,09/30/2021
UT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.749,,10/01/2020,09/30/2021
UT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.090,,10/01/2020,09/30/2021
UT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.908,,10/01/2020,09/30/2021
UT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.600,,10/01/2020,09/30/2021
UT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.893,,10/01/2020,09/30/2021
UT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.736,,10/01/2020,09/30/2021
UT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.604,,10/01/2020,09/30/2021
UT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.042,,10/01/2020,09/30/2021
UT,HAI_3_SIR,SSI - Colon Surgery,0.801,,10/01/2020,09/30/2021
UT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.586,,10/01/2020,09/30/2021
UT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.269,,10/01/2020,09/30/2021
UT,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.879,,10/01/2020,09/30/2021
UT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.573,,10/01/2020,09/30/2021
UT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.043,,10/01/2020,09/30/2021
UT,HAI_5_SIR,MRSA Bacteremia,0.781,,10/01/2020,09/30/2021
UT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.500,,10/01/2020,09/30/2021
UT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.632,,10/01/2020,09/30/2021
UT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.563,,10/01/2020,09/30/2021
VA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.812,,10/01/2020,09/30/2021
VA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.990,,10/01/2020,09/30/2021
VA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.898,,10/01/2020,09/30/2021
VA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.626,,10/01/2020,09/30/2021
VA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.778,,10/01/2020,09/30/2021
VA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.699,,10/01/2020,09/30/2021
VA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.601,,10/01/2020,09/30/2021
VA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.829,,10/01/2020,09/30/2021
VA,HAI_3_SIR,SSI - Colon Surgery,0.708,,10/01/2020,09/30/2021
VA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.595,,10/01/2020,09/30/2021
VA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.010,,10/01/2020,09/30/2021
VA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.782,,10/01/2020,09/30/2021
VA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.810,,10/01/2020,09/30/2021
VA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.053,,10/01/2020,09/30/2021
VA,HAI_5_SIR,MRSA Bacteremia,0.926,,10/01/2020,09/30/2021
VA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.328,,10/01/2020,09/30/2021
VA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.379,,10/01/2020,09/30/2021
VA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.353,,10/01/2020,09/30/2021
VI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),Not Available,5,10/01/2020,09/30/2021
VI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),Not Available,5,10/01/2020,09/30/2021
VI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_3_SIR,SSI - Colon Surgery,Not Available,5,10/01/2020,09/30/2021
VI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_4_SIR,SSI - Abdominal Hysterectomy,Not Available,5,10/01/2020,09/30/2021
VI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_5_SIR,MRSA Bacteremia,Not Available,5,10/01/2020,09/30/2021
VI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,Not Available,5,10/01/2020,09/30/2021
VI,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,10/01/2020,09/30/2021
VT,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.423,,10/01/2020,09/30/2021
VT,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.102,,10/01/2020,09/30/2021
VT,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.703,,10/01/2020,09/30/2021
VT,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,1.237,,10/01/2020,09/30/2021
VT,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,2.112,,10/01/2020,09/30/2021
VT,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.631,,10/01/2020,09/30/2021
VT,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.488,,10/01/2020,09/30/2021
VT,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.614,,10/01/2020,09/30/2021
VT,HAI_3_SIR,SSI - Colon Surgery,0.929,,10/01/2020,09/30/2021
VT,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.640,,10/01/2020,09/30/2021
VT,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,3.871,,10/01/2020,09/30/2021
VT,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.746,,10/01/2020,09/30/2021
VT,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.187,,10/01/2020,09/30/2021
VT,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.847,,10/01/2020,09/30/2021
VT,HAI_5_SIR,MRSA Bacteremia,0.428,,10/01/2020,09/30/2021
VT,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.468,,10/01/2020,09/30/2021
VT,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.734,,10/01/2020,09/30/2021
VT,HAI_6_SIR,Clostridium Difficile (C.Diff),0.590,,10/01/2020,09/30/2021
WA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.586,,10/01/2020,09/30/2021
WA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.751,,10/01/2020,09/30/2021
